file,is_test,severity,confidence,pattern,title,location,what_was_found
android\guava-tests\benchmark\com\google\common\primitives\UnsignedLongsBenchmark.java,False,Low,Medium,allocation-pressure,String concatenation in loop,setUp (line 43),Loop at line 43 builds strings through repeated concatenation.
android\guava-tests\benchmark\com\google\common\util\concurrent\AbstractFutureFootprintBenchmark.java,False,High,High,concurrency-misuse,Direct thread creation,measureSize (line 73),Line 73 creates a thread directly.
android\guava-tests\benchmark\com\google\common\util\concurrent\AbstractFutureFootprintBenchmark.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,measureSize (line 71),Loop at line 71 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-tests\benchmark\com\google\common\util\concurrent\CycleDetectingLockFactoryBenchmark.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 49,Loop at line 49 builds strings through repeated concatenation.
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,High,concurrency-misuse,Direct thread creation,line 225,Line 225 creates a thread directly.
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,addThenExecute_singleThreaded (line 264),"Loop at line 264 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,execute (line 388),"Loop at line 388 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,execute (line 451),"Loop at line 451 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,execute (line 526),"Loop at line 526 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,executeThenAdd_singleThreaded (line 280),"Loop at line 280 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,line 234,"Loop at line 234 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,line 313,"Loop at line 313 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,line 316,"Loop at line 316 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,line 340,"Loop at line 340 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\ExecutionListBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,line 345,"Loop at line 345 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\FuturesGetCheckedBenchmark.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 128,Loop at line 128 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-tests\benchmark\com\google\common\util\concurrent\MoreExecutorsDirectExecutorBenchmark.java,False,High,High,concurrency-misuse,Direct thread creation,before (line 79),Line 79 creates a thread directly.
android\guava-tests\benchmark\com\google\common\util\concurrent\MoreExecutorsDirectExecutorBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,before (line 77),"Loop at line 77 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\MoreExecutorsDirectExecutorBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,before (line 83),"Loop at line 83 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\MoreExecutorsDirectExecutorBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,timeContendedExecute (line 125),"Loop at line 125 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\MoreExecutorsDirectExecutorBenchmark.java,False,High,Medium,chatty-io,Remote or service call inside loop,timeUncontendedExecute (line 110),"Loop at line 110 contains calls that look like repository, client, network, or database access."
android\guava-tests\benchmark\com\google\common\util\concurrent\MoreExecutorsDirectExecutorBenchmark.java,False,Medium,High,concurrency-misuse,Executor created in application code path,line 20,Line 20 creates a new executor instance.
android\guava-tests\benchmark\com\google\common\util\concurrent\MoreExecutorsDirectExecutorBenchmark.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,before (line 77),Loop at line 77 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-tests\benchmark\com\google\common\util\concurrent\SingleThreadAbstractFutureBenchmark.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 110,Loop at line 110 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-tests\benchmark\com\google\common\util\concurrent\SingleThreadAbstractFutureBenchmark.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 125,Loop at line 125 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-tests\benchmark\com\google\common\util\concurrent\SingleThreadAbstractFutureBenchmark.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 58,Loop at line 58 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-tests\benchmark\com\google\common\util\concurrent\SingleThreadAbstractFutureBenchmark.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 73,Loop at line 73 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-tests\benchmark\com\google\common\util\concurrent\SingleThreadAbstractFutureBenchmark.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 94,Loop at line 94 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-tests\benchmark\com\google\common\util\concurrent\StripedBenchmark.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,timeConstruct (line 119),Loop at line 119 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\base\CaseFormat.java,False,Medium,High,allocation-pressure,Allocation-heavy loop body,convert (line 141),"Loop at line 141 allocates new collections, builders, or mapping helpers during iteration."
guava\src\com\google\common\base\CaseFormat.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,convert (line 141),"Loop at line 141 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
guava\src\com\google\common\base\CharMatcher.java,False,Medium,High,allocation-pressure,Allocation-heavy loop body,CharMatcher (line 843),"Loop at line 843 allocates new collections, builders, or mapping helpers during iteration."
guava\src\com\google\common\base\CharMatcher.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,CharMatcher (line 793),"Loop at line 793 serializes, materializes, or expands payload-like objects during iteration."
guava\src\com\google\common\base\CharMatcher.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,CharMatcher (line 813),"Loop at line 813 serializes, materializes, or expands payload-like objects during iteration."
guava\src\com\google\common\base\CharMatcher.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,CharMatcher (line 843),"Loop at line 843 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
guava\src\com\google\common\base\internal\Finalizer.java,False,High,High,concurrency-misuse,Direct thread creation,line 90,Line 90 creates a thread directly.
guava\src\com\google\common\base\Optional.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 351,Loop at line 351 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\base\Predicates.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,apply (line 425),Loop at line 425 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\base\Predicates.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,apply (line 470),Loop at line 470 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\base\Splitter.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,line 554,"Loop at line 554 serializes, materializes, or expands payload-like objects during iteration."
guava\src\com\google\common\base\Strings.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Strings (line 278),Loop at line 278 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\base\Suppliers.java,False,High,High,concurrency-misuse,Direct thread creation,Suppliers (line 403),Line 403 creates a thread directly.
guava\src\com\google\common\cache\CacheBuilderSpec.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,parse (line 145),Loop at line 145 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\CacheBuilderSpec.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,parse (line 145),"Loop at line 145 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,clear (line 3214),Loop at line 3214 is nested at depth 5 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,clear (line 3215),Loop at line 3215 is nested at depth 6 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 2774),Loop at line 2774 is nested at depth 5 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 2775),Loop at line 2775 is nested at depth 6 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 4182),Loop at line 4182 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 4184),Loop at line 4184 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 4189),Loop at line 4189 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 4190),Loop at line 4190 is nested at depth 5 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,drainRecencyQueue (line 2585),Loop at line 2585 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,expand (line 2891),Loop at line 2891 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,expand (line 2920),Loop at line 2920 is nested at depth 6 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 2124,Loop at line 2124 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 2233,Loop at line 2233 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 2811,Loop at line 2811 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 3009,Loop at line 3009 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 3064,Loop at line 3064 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 309,Loop at line 309 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 3163,Loop at line 3163 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 317,Loop at line 317 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 4054,Loop at line 4054 is nested at depth 5 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,nextInTable (line 4406),Loop at line 4406 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,reclaimKey (line 3305),Loop at line 3305 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,reclaimValue (line 3341),Loop at line 3341 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,remove (line 3110),Loop at line 3110 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,removeEntry (line 3419),Loop at line 3419 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,replace (line 2948),Loop at line 2948 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\cache\LocalCache.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 4054,Loop at line 4054 builds strings through repeated concatenation.
guava\src\com\google\common\collect\AbstractMultimap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 50),Loop at line 50 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\CartesianList.java,False,Medium,Medium,algorithmic-waste,List membership checks inside loop,contains (line 162),Loop at line 162 performs `.contains(...)` checks that may scan collections repeatedly.
guava\src\com\google\common\collect\CartesianList.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,contains (line 162),Loop at line 162 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\CartesianList.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,indexOf (line 81),Loop at line 81 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\CartesianList.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,lastIndexOf (line 103),Loop at line 103 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\CartesianList.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 56,Loop at line 56 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Collections2.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Collections2 (line 328),Loop at line 328 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Collections2.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Collections2 (line 463),Loop at line 463 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Collections2.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Collections2 (line 552),Loop at line 552 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Collections2.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Collections2 (line 567),Loop at line 567 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,add (line 235),Loop at line 235 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,add (line 245),Loop at line 245 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,entryIterator (line 538),Loop at line 538 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,remove (line 305),Loop at line 305 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,removeExactly (line 346),Loop at line 346 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,setCount (line 375),Loop at line 375 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,setCount (line 389),Loop at line 389 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,size (line 168),Loop at line 168 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Low,Medium,allocation-pressure,String concatenation in loop,add (line 235),Loop at line 235 builds strings through repeated concatenation.
guava\src\com\google\common\collect\ConcurrentHashMultiset.java,False,Low,Medium,allocation-pressure,String concatenation in loop,add (line 245),Loop at line 245 builds strings through repeated concatenation.
guava\src\com\google\common\collect\DenseImmutableTable.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 68,Loop at line 68 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\DiscreteDomain.java,False,Low,Medium,allocation-pressure,String concatenation in loop,offset (line 266),Loop at line 266 builds strings through repeated concatenation.
guava\src\com\google\common\collect\ImmutableListMultimap.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 538,Loop at line 538 builds strings through repeated concatenation.
guava\src\com\google\common\collect\ImmutableMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 666,Loop at line 666 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ImmutableRangeMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,build (line 158),Loop at line 158 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ImmutableRangeMap.java,False,Low,Medium,allocation-pressure,String concatenation in loop,build (line 158),Loop at line 158 builds strings through repeated concatenation.
guava\src\com\google\common\collect\ImmutableRangeSet.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,indexOf (line 699),Loop at line 699 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ImmutableSetMultimap.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 707,Loop at line 707 builds strings through repeated concatenation.
guava\src\com\google\common\collect\ImmutableSortedMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,forEach (line 820),Loop at line 820 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\ImmutableSortedSet.java,False,Low,Medium,allocation-pressure,String concatenation in loop,sortAndDedup (line 475),Loop at line 475 builds strings through repeated concatenation.
guava\src\com\google\common\collect\Iterators.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Iterators (line 209),Loop at line 209 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Iterators.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Iterators (line 254),Loop at line 254 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Iterators.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Iterators (line 383),Loop at line 383 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\JdkBackedImmutableBiMap.java,False,Low,Medium,allocation-pressure,String concatenation in loop,create (line 38),Loop at line 38 builds strings through repeated concatenation.
guava\src\com\google\common\collect\JdkBackedImmutableMap.java,False,Medium,High,allocation-pressure,Allocation-heavy loop body,line 51,"Loop at line 51 allocates new collections, builders, or mapping helpers during iteration."
guava\src\com\google\common\collect\JdkBackedImmutableMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 71,Loop at line 71 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\JdkBackedImmutableMap.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,line 51,"Loop at line 51 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
guava\src\com\google\common\collect\JdkBackedImmutableMap.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 51,Loop at line 51 builds strings through repeated concatenation.
guava\src\com\google\common\collect\LinkedHashMultimap.java,False,High,Medium,chatty-io,Remote or service call inside loop,clear (line 450),"Loop at line 450 contains calls that look like repository, client, network, or database access."
guava\src\com\google\common\collect\LinkedHashMultimap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 540,Loop at line 540 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Lists.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Lists (line 1038),Loop at line 1038 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Lists.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Lists (line 1079),Loop at line 1079 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Lists.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Lists (line 1085),Loop at line 1085 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Lists.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Lists (line 1111),Loop at line 1111 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Lists.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Lists (line 1117),Loop at line 1117 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Lists.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Lists (line 425),Loop at line 425 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Lists.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Lists (line 426),Loop at line 426 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Lists.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Lists (line 483),Loop at line 483 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Lists.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Lists (line 484),Loop at line 484 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 2398),Loop at line 2398 is nested at depth 2 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 2400),Loop at line 2400 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 2405),Loop at line 2405 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,containsValue (line 2406),Loop at line 2406 is nested at depth 5 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,maybeDrainReferenceQueues (line 1479),Loop at line 1479 is nested at depth 5 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,maybeDrainReferenceQueues (line 1480),Loop at line 1480 is nested at depth 6 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,maybeDrainReferenceQueues (line 1514),Loop at line 1514 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,maybeDrainReferenceQueues (line 1578),Loop at line 1578 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,maybeDrainReferenceQueues (line 1607),Loop at line 1607 is nested at depth 6 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,maybeDrainReferenceQueues (line 1633),Loop at line 1633 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\MapMakerInternalMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,nextInTable (line 2578),Loop at line 2578 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Maps.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Maps (line 2898),Loop at line 2898 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Maps.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Maps (line 2912),Loop at line 2912 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Maps.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Maps (line 3023),Loop at line 3023 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Maps.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Maps (line 3037),Loop at line 3037 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Maps.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Maps (line 3161),Loop at line 3161 is nested at depth 3 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Maps.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Maps (line 4116),Loop at line 4116 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Maps.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Maps (line 4131),Loop at line 4131 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Maps.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Maps (line 4221),Loop at line 4221 is nested at depth 4 and also performs repeated lookup or transformation work.
guava\src\com\google\common\collect\Multimap.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 67,Loop at line 67 builds strings through repeated concatenation.
guava\src\com\google\common\collect\Multisets.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Multisets (line 461),Loop at line 461 is nested at depth 6 and also performs repeated lookup or transformation work.
